,ts,open,high,low,close,volume
0,1521784800000,0.017,0.017,0.006,0.00748,3513721.0
1,1521788400000,0.00748,0.0089,0.0074,0.00817997,1423679.0
2,1521792000000,0.00809043,0.00956888,0.00809043,0.0088899,1224692.0
3,1521795600000,0.00889998,0.009399,0.00888999,0.0092787,940547.0
4,1521799200000,0.0092787,0.0093,0.00862276,0.00868021,486770.0
5,1521802800000,0.00866448,0.00889995,0.0086,0.00862575,275831.0
6,1521806400000,0.00864998,0.00867997,0.00772,0.00789997,584532.0
7,1521810000000,0.00789997,0.0083,0.00783482,0.00829,432691.0
8,1521813600000,0.00828999,0.008767,0.00801,0.00847086,456799.0
9,1521817200000,0.00847001,0.008511,0.00810001,0.00827996,297805.0
10,1521820800000,0.008265,0.00827821,0.0079,0.00790277,229173.0
11,1521824400000,0.00790285,0.00799499,0.00751,0.00754427,442689.0
12,1521828000000,0.00751231,0.007987,0.0075,0.00783259,287277.0
13,1521831600000,0.00781778,0.00795,0.007601,0.00777919,152738.0
14,1521835200000,0.00777685,0.00781,0.0077,0.00781,158035.0
15,1521838800000,0.00781,0.00829999,0.00780979,0.00826086,382012.0
16,1521842400000,0.00826084,0.00827865,0.00786,0.00795989,134991.0
17,1521846000000,0.0079599,0.00798295,0.00777,0.00784,163050.0
18,1521849600000,0.00783862,0.0080481,0.00778006,0.007979,93351.0
19,1521853200000,0.007979,0.00820004,0.00784138,0.0081,100258.0
20,1521856800000,0.00809,0.0082475,0.00807,0.00812752,72814.0
21,1521860400000,0.0081491,0.00880001,0.00811102,0.00879994,330322.0
22,1521864000000,0.00879994,0.00894518,0.0085,0.00864994,191924.0
23,1521867600000,0.00864001,0.008749,0.00832713,0.00850363,103562.0
24,1521871200000,0.00850363,0.00866,0.0081623,0.00859998,176716.0
25,1521874800000,0.0086,0.00884888,0.0085,0.0087,170190.0
26,1521878400000,0.00865899,0.0088487,0.00849152,0.008509,127771.0
27,1521882000000,0.008509,0.00865,0.00845,0.0084915,79537.0
28,1521885600000,0.00846603,0.00849157,0.0083001,0.0083615,92487.0
29,1521889200000,0.0083615,0.008401,0.00830001,0.00838198,35541.0
30,1521892800000,0.00835327,0.008508,0.008305,0.00850738,61813.0
31,1521896400000,0.00848059,0.00854537,0.00835,0.00839,84205.0
32,1521900000000,0.00839,0.0085,0.00836111,0.00836111,53540.0
33,1521903600000,0.00836111,0.00836111,0.00802001,0.00815021,153170.0
34,1521907200000,0.0082282,0.00824168,0.00802022,0.00807896,57539.0
35,1521910800000,0.00807897,0.008266,0.008065,0.00815465,49128.0
36,1521914400000,0.00815999,0.00829999,0.00815999,0.00829997,44945.0
37,1521918000000,0.00829995,0.00838648,0.00818512,0.0082,60177.0
38,1521921600000,0.0082,0.00829998,0.00810017,0.00825977,39286.0
39,1521925200000,0.0082199,0.0083,0.00810018,0.00819998,54855.0
40,1521928800000,0.00817275,0.00819998,0.0079433,0.00796278,96514.0
41,1521932400000,0.00794,0.008108,0.00793,0.00795,42543.0
42,1521936000000,0.00795,0.008,0.00792642,0.008,32284.0
43,1521939600000,0.00796871,0.008,0.00793,0.00794,21881.0
44,1521943200000,0.00795999,0.0081,0.00793225,0.00800003,43124.0
45,1521946800000,0.00800009,0.00805168,0.00790101,0.00800004,42709.0
46,1521950400000,0.00800004,0.0082,0.00800001,0.00813608,29311.0
47,1521954000000,0.00814741,0.00828,0.00808523,0.00819001,29522.0
48,1521957600000,0.00819002,0.008248,0.00812145,0.00813158,16798.0
49,1521961200000,0.00813158,0.00816999,0.00800002,0.00802005,26354.0
50,1521964800000,0.00803987,0.00815118,0.008,0.00814096,38565.0
51,1521968400000,0.00814,0.00823,0.00807,0.0082,28055.0
52,1521972000000,0.00819999,0.00820999,0.0080995,0.0081003,24134.0
53,1521975600000,0.00810061,0.00815932,0.00802,0.00806508,29337.0
54,1521979200000,0.008074,0.00812831,0.00804662,0.00804958,15246.0
55,1521982800000,0.00804962,0.00814999,0.0080199,0.00810163,27122.0
56,1521986400000,0.00812581,0.00812581,0.00792979,0.00804985,76541.0
57,1521990000000,0.00805,0.00806443,0.00793501,0.00797829,71442.0
58,1521993600000,0.00797828,0.00800231,0.007921,0.00797989,34905.0
59,1521997200000,0.00795133,0.00799898,0.00794005,0.00799898,22789.0
60,1522000800000,0.00799898,0.00811999,0.00797114,0.00807298,46567.0
61,1522004400000,0.00808999,0.0081099,0.00799999,0.00802245,47535.0
62,1522008000000,0.00805,0.00805,0.007921,0.00793025,51447.0
63,1522011600000,0.00799806,0.0079986,0.00792001,0.0079871,28559.0
64,1522015200000,0.00798708,0.00807119,0.0079341,0.00793411,62863.0
65,1522018800000,0.007935,0.00799896,0.00792001,0.007975,33749.0
66,1522022400000,0.00796972,0.00799878,0.00792007,0.00793129,24703.0
67,1522026000000,0.00793129,0.00798959,0.00792007,0.00794999,20581.0
68,1522029600000,0.00794998,0.00797497,0.00790021,0.00790021,37390.0
69,1522033200000,0.0079002,0.00794999,0.00785,0.0079,44115.0
70,1522036800000,0.00790001,0.00796982,0.0079,0.0079141,26799.0
71,1522040400000,0.0079141,0.00796953,0.007876,0.007876,14863.0
72,1522044000000,0.00790977,0.00799878,0.00784,0.00788938,35076.0
73,1522047600000,0.00788935,0.00793937,0.00784376,0.00788133,40849.0
74,1522051200000,0.0078813,0.00789928,0.0077796,0.0077796,63734.0
75,1522054800000,0.0077789,0.007829,0.00752,0.007638,197470.0
76,1522058400000,0.00763798,0.00776799,0.0075,0.00761592,153606.0
77,1522062000000,0.0076117,0.0077,0.00749992,0.00752,181271.0
78,1522065600000,0.00755791,0.00755791,0.00742,0.007505,134407.0
79,1522069200000,0.007505,0.007605,0.007475,0.00756526,57691.0
80,1522072800000,0.00756526,0.00765,0.00751453,0.0075685,64204.0
